"name","sku","attribute_set","type","category_ids","price","short_description","description","qty","status","is_in_stock","visibility","custom_design","image","image_label","small_image","small_image_label","thumbnail","thumbnail_label","media_gallery","","","","","",""
"9.803-985.0","KE98039850","default","simple","17 , 30","24.95","WELDMENT, BATTERY PLATE","WELDMENT, BATTERY PLATE","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"9.803-986.0","KE98039860","default","simple","17 , 30","54.95","ASSY, BRACKET MOUNT","ASSY, BRACKET MOUNT","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"9.804-000.0","KE98040000","default","simple","17 , 30","21.6","PLATE, MOTOR PULLEY","PLATE, MOTOR PULLEY","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"9.804-006.0","KE98040060","default","simple","17 , 30","574","PUMP, KARCHER KD3030R.1, 3@3000,1650 RPM","PUMP, KARCHER KD3030R.1, 3@3000,1650 RPM","1000","1","1","4","rwd/electricbroom","i/hd3030pbpartsmanual/page_24.jpg","","i/hd3030pbpartsmanual/small_page_24.jpg","","i/hd3030pbpartsmanual/thumb_page_24.jpg","","i/hd2527pbalpartsmanual/page_11.jpg;i/hd3040pbpartsmanual/page_24.jpg;i/hd3735pbalpartsmanual/page_11.jpg;i/hd3735pbpartsmanual/page_24.jpg;i/hdsng3520eastpartsmanual/page_44.jpg;i/hdsng3530eastpartsmanual/page_44.jpg;i/hdsng3530ebstpartsmanual/page_44.jpg;i/hdsng3920eastpartsmanual/page_44.jpg;i/hdsng4830ebstpartsmanual/page_44.jpg;i/hdsng4830ecstpartsmanual/page_44.jpg;i/hdsng4830efstpartsmanual/page_44.jpg;i/hdsng5020eastpartsmanual/page_44.jpg;i/hdsng5020ebstpartsmanual/page_44.jpg;i/hdsng5020ecstpartsmanual/page_44.jpg","","","","","",""
"9.804-019.0","KE98040190","default","simple","17 , 30","565","PUMP, KARCHER KD4020R.1, 4@2000 1550 RPM","PUMP, KARCHER KD4020R.1, 4@2000 1550 RPM","1000","1","1","4","rwd/electricbroom","i/hd3030pbpartsmanual/page_24.jpg","","i/hd3030pbpartsmanual/small_page_24.jpg","","i/hd3030pbpartsmanual/thumb_page_24.jpg","","i/hd3040pbpartsmanual/page_24.jpg;i/hd3735pbpartsmanual/page_24.jpg;i/hdsng3520eastpartsmanual/page_40.jpg;i/hdsng3520eastpartsmanual/page_44.jpg;i/hdsng3530eastpartsmanual/page_40.jpg;i/hdsng3530eastpartsmanual/page_44.jpg;i/hdsng3530ebstpartsmanual/page_40.jpg;i/hdsng3530ebstpartsmanual/page_44.jpg;i/hdsng3920eastpartsmanual/page_40.jpg;i/hdsng3920eastpartsmanual/page_44.jpg;i/hdsng4830ebstpartsmanual/page_40.jpg;i/hdsng4830ebstpartsmanual/page_44.jpg;i/hdsng4830ecstpartsmanual/page_40.jpg;i/hdsng4830ecstpartsmanual/page_44.jpg;i/hdsng4830efstpartsmanual/page_40.jpg;i/hdsng4830efstpartsmanual/page_44.jpg;i/hdsng5020eastpartsmanual/page_40.jpg;i/hdsng5020eastpartsmanual/page_44.jpg;i/hdsng5020ebstpartsmanual/page_40.jpg;i/hdsng5020ebstpartsmanual/page_44.jpg;i/hdsng5020ecstpartsmanual/page_40.jpg;i/hdsng5020ecstpartsmanual/page_44.jpg","","","","","",""
"9.804-023.0","KE98040230","default","simple","17 , 30","14.25","PLATE, BELT GUARD TOP, HDS SKID","PLATE, BELT GUARD TOP, HDS SKID","1000","1","1","4","rwd/electricbroom","i/hds4032pecagepartsmanual/page_21.jpg","","i/hds4032pecagepartsmanual/small_page_21.jpg","","i/hds4032pecagepartsmanual/thumb_page_21.jpg","","i/hds4032pecagepartsmanual/page_22.jpg;i/hds4032pecagepartsmanual/page_20.jpg;i/hds5032pecagepartsmanual/page_22.jpg;i/hds5032pecagepartsmanual/page_21.jpg;i/hds5032pecagepartsmanual/page_20.jpg;i/hds5535pecagepartsmanual/page_22.jpg;i/hds5535pecagepartsmanual/page_21.jpg;i/hds5535pecagepartsmanual/page_20.jpg","","","","","",""
"9.804-033.0","KE98040330","default","simple","17 , 30","585","PUMP,KARCHER KG2530G,2.5 @ 3000,3400 RPM","PUMP,KARCHER KG2530G,2.5 @ 3000,3400 RPM","1000","1","1","4","rwd/electricbroom","i/dba252739partsmanual/page_11.jpg","","i/dba252739partsmanual/small_page_11.jpg","","i/dba252739partsmanual/thumb_page_11.jpg","","i/dba252739partsmanual/page_13.jpg;i/dba252739partsmanual/page_14.jpg;i/dba303039partsmanual/page_13.jpg;i/dba303039partsmanual/page_14.jpg;i/dba383539partsmanual/page_13.jpg;i/dba383539partsmanual/page_14.jpg;i/dga252737partsmanual/page_13.jpg;i/dga252737partsmanual/page_14.jpg;i/dga303037partsmanual/page_13.jpg;i/dga303037partsmanual/page_14.jpg;i/dga383537partsmanual/page_13.jpg;i/dga383537partsmanual/page_14.jpg;i/hd2527palpartsmanual/page_13.jpg;i/hd2527palpartsmanual/page_14.jpg;i/hd3835palpartsmanual/page_13.jpg;i/pca327324partsmanual/page_13.jpg;i/pca330324partsmanual/page_13.jpg;i/pca435324partsmanual/page_13.jpg;i/xperthd2527ppartsmanual/page_10.jpg;i/xperthd2323ppartsmanual/page_10.jpg","","","","","",""
"9.804-066.0","KE98040660","default","simple","17 , 30","999999.99","COUPLER, 18MM x 1/4' QDC 4000 PSI / 17","COUPLER, 18MM x 1/4' QDC 4000 PSI / 17","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"9.804-243.0","KE98042430","default","simple","17 , 30","127","Service kit gas spring","Service kit gas spring","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"9.804-245.0","KE98042450","default","simple","17 , 30","2532","Motor transmission 50Hz","Motor transmission 50Hz","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"9.804-293.0","KE98042930","default","simple","17 , 30","63.6","Clock timer","Clock timer","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"9.804-428.0","KE98044280","default","simple","17 , 30","0.18","Washer gummed 1/4""","Washer gummed 1/4""","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"9.804-487.0","KE98044870","default","simple","17 , 30","2345","Pump 380V 50Hz 3PH 2,2kW","Pump 380V 50Hz 3PH 2,2kW","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"9.804-491.0","KE98044910","default","simple","17 , 30","1529","PUMP,KARCHER KH5050R, 5@5000 1650 RPM","PUMP,KARCHER KH5050R, 5@5000 1650 RPM","1000","1","1","4","rwd/electricbroom","i/bd343089epartsmanual/page_11.jpg","","i/bd343089epartsmanual/small_page_11.jpg","","i/bd343089epartsmanual/thumb_page_11.jpg","","i/bd343089epartsmanual/page_10.jpg;i/bd373539partsmanual/page_10.jpg;i/bd404029partsmanual/page_08.jpg;i/bd404029partsmanual/page_09.jpg;i/bd405039epartsmanual/page_08.jpg;i/bd405039epartsmanual/page_09.jpg;i/bd455039epartsmanual/page_08.jpg;i/bd455039epartsmanual/page_09.jpg;i/br343087epartsmanual/page_10.jpg;i/br343087epartsmanual/page_11.jpg;i/br373537partsmanual/page_10.jpg;i/br373537partsmanual/page_11.jpg;i/br404027partsmanual/page_10.jpg;i/br404027partsmanual/page_11.jpg;i/br405037epartsmanual/page_10.jpg;i/br405037epartsmanual/page_11.jpg;i/br455037epartsmanual/page_10.jpg;i/br455037epartsmanual/page_11.jpg;i/hd3430dbcagepartsmanual/page_17.jpg;i/hd3735pbcagepartsmanual/page_17.jpg;i/hd4040pbcagepartsmanual/page_17.jpg;i/hd4050pbcagepartsmanual/page_17.jpg;i/hd4550pbcagepartsmanual/page_10.jpg;i/hd4550pbcagepartsmanual/page_11.jpg;i/mp343084epartsmanual/page_10.jpg;i/mp343084epartsmanual/page_11.jpg;i/mp373534partsmanual/page_10.jpg;i/mp373534partsmanual/page_11.jpg;i/mp455034epartsmanual/page_10.jpg;i/mp455034epartsmanual/page_11.jpg","","","","","",""
"9.804-507.0","KE98045070","default","simple","17 , 30","15.9","COVER, PUMP SHAFT LG","COVER, PUMP SHAFT LG","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"9.804-509.0","KE98045090","default","simple","17 , 30","35.25","SHIELD, ELECTRODE","SHIELD, ELECTRODE","1000","1","1","4","rwd/electricbroom","i/hds1324pecagepartsmanual/page_03.jpg","","i/hds1324pecagepartsmanual/small_page_03.jpg","","i/hds1324pecagepartsmanual/thumb_page_03.jpg","","i/hds1324pecagepartsmanual/page_04.jpg;i/hds1324pecagepartsmanual/page_02.jpg","","","","","",""
"9.804-529.0","KE98045290","default","simple","17 , 30","81.95","Kit, Steering Rollers, Add On","Kit, Steering Rollers, Add On","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"9.804-570.0","KE98045700","default","simple","17 , 30","568","KIT,HOSE REEL 100'PIVOT(HSE NOT INCLDED)","KIT,HOSE REEL 100'PIVOT(HSE NOT INCLDED)","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"9.804-612.0","KE98046120","default","simple","17 , 30","130","ASSY, MUFFLER GUARD","ASSY, MUFFLER GUARD","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"9.804-622.0","KE98046220","default","simple","17 , 30","1978","ASSY, COIL TANK, HDS INTERNATIONAL SKID","ASSY, COIL TANK, HDS INTERNATIONAL SKID","1000","1","1","4","rwd/electricbroom","i/hds1324pecagepartsmanual/page_14.jpg","","i/hds1324pecagepartsmanual/small_page_14.jpg","","i/hds1324pecagepartsmanual/thumb_page_14.jpg","","i/hds1324pecagepartsmanual/page_16.jpg;i/hds1324pecagepartsmanual/page_02.jpg","","","","","",""
"9.804-623.0","KE98046230","default","simple","17 , 30","3316","COIL TANK&BLOWER ASSY,HDS INTRNTONL SKID","COIL TANK&BLOWER ASSY,HDS INTRNTONL SKID","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"9.807-455.0","KE98074550","default","simple","17 , 30","5.4","Template, HDS service indicator","Template, HDS service indicator","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"9.807-464.0","KE98074640","default","simple","17 , 30","5.15","Karcher Certification Service Binder","Karcher Certification Service Binder","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"9.807-518.0","KE98075180","default","simple","17 , 30","3.1","Catalog, Floor Care","Catalog, Floor Care","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"9.807-519.0","KE98075190","default","simple","17 , 30","3.1","CATALOG, KARCHER PW PARTS","CATALOG, KARCHER PW PARTS","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"9.807-529.0","KE98075290","default","simple","17 , 30","1.05","PRODUCT SHEET, PUZZI 100","PRODUCT SHEET, PUZZI 100","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"9.841-659.0","KE98416590","default","simple","17 , 30","4.45","18MM x 1/4' QDC COUPLER 4000 PSI / 175","18MM x 1/4' QDC COUPLER 4000 PSI / 175","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"9.999-141.0","KE99991410","default","simple","17 , 30","501","CONTACTOR 3 TB 4011","CONTACTOR 3 TB 4011","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.637-429.0","KE26374290","default","simple","17 , 30","107","Kit spacer 2mm","Kit spacer 2mm","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.637-430.0","KE26374300","default","simple","17 , 30","70.95","Kit spacer 1mm","Kit spacer 1mm","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.637-431.0","KE26374310","default","simple","17 , 30","158","Kit spacer 10mm","Kit spacer 10mm","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.638-382.0","KE26383820","default","simple","17 , 30","8494","Add-on kit cable carrier chain CWP","Add-on kit cable carrier chain CWP","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.638-493.0","KE26384930","default","simple","17 , 30","5974","Add-on kit antifreezing CWP","Add-on kit antifreezing CWP","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.638-836.0","KE26388360","default","simple","17 , 30","3411","Add-on kit splash guard CWP 8307","Add-on kit splash guard CWP 8307","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.639-162.0","KE26391620","default","simple","17 , 30","1235","KIT KABELFUEHRU","KIT KABELFUEHRU","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.639-363.0","KE26393630","default","simple","17 , 30","3861","ADD-ON KIT SERVICEPULT","ADD-ON KIT SERVICEPULT","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.639-840.0","KE26398400","default","simple","17 , 30","2112","Add-on kit antifreezing CHH LECKAGE","Add-on kit antifreezing CHH LECKAGE","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.639-928.0","KE26399280","default","simple","17 , 30","7417","Add-on kit wheel vat","Add-on kit wheel vat","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.640-028.0","KE26400280","default","simple","17 , 30","1664","Conversion kit RAWA","Conversion kit RAWA","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.640-052.0","KE26400520","default","simple","17 , 30","4342","Add-on kit UBW CHH *","Add-on kit UBW CHH *","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.640-098.0","KE26400980","default","simple","17 , 30","1195","ADD-ON KIT Softanl DB rota.","ADD-ON KIT Softanl DB rota.","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.640-133.0","KE26401330","default","simple","17 , 30","1195","Add-on kit process water CWP 8000","Add-on kit process water CWP 8000","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.640-135.0","KE26401350","default","simple","17 , 30","11028","Add-on kit hotwater hot foam 6/7 *","Add-on kit hotwater hot foam 6/7 *","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.640-178.0","KE26401780","default","simple","17 , 30","16068","Add-on kit CARLITE 8307 *","Add-on kit CARLITE 8307 *","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.640-179.0","KE26401790","default","simple","17 , 30","16068","Add-on kit CARLITE 8307 *","Add-on kit CARLITE 8307 *","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.640-180.0","KE26401800","default","simple","17 , 30","16068","ADD-ON KIT Carlite 8307","ADD-ON KIT Carlite 8307","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.640-188.0","KE26401880","default","simple","17 , 30","1966","Add-on kit osmosis CWP","Add-on kit osmosis CWP","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.640-242.0","KE26402420","default","simple","17 , 30","4169","Add-on kit gate control 2","Add-on kit gate control 2","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.640-250.0","KE26402500","default","simple","17 , 30","6526","Add-on kit Triple Foam CHH","Add-on kit Triple Foam CHH","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.640-379.0","KE26403790","default","simple","17 , 30","16686","Add-on kit CARLITE 8307 US","Add-on kit CARLITE 8307 US","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.640-568.0","KE26405680","default","simple","17 , 30","4833","Add-on kit Triple Foam CHP 8000 *","Add-on kit Triple Foam CHP 8000 *","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.641-249.0","KE26412490","default","simple","17 , 30","1882","Add-on kit water separator","Add-on kit water separator","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.641-602.0","KE26416020","default","simple","17 , 30","1509","Add-on kit rewinder earthing","Add-on kit rewinder earthing","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.641-740.0","KE26417400","default","simple","17 , 30","3745","ABS barrel cleaner","ABS barrel cleaner","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.641-741.0","KE26417410","default","simple","17 , 30","681","ABS grounding cable rewinder","ABS grounding cable rewinder","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.641-758.0","KE26417580","default","simple","17 , 30","1859","ABS water separator CA","ABS water separator CA","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.641-880.0","KE26418800","default","simple","17 , 30","410","ABS connection pneumatic","ABS connection pneumatic","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.642-274.0","KE26422740","default","simple","17 , 30","594","Conversion kit dosing pump Lang Viton 6L","Conversion kit dosing pump Lang Viton 6L","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.645-003.0","KE26450030","default","simple","17 , 30","7.5","Hose coupling Universal Plus","Hose coupling Universal Plus","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.645-013.0","KE26450130","default","simple","17 , 30","7.15","Tap adaptor brass reducer G3/4","Tap adaptor brass reducer G3/4","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.645-031.0","KE26450310","default","simple","17 , 30","46.6","Hose Kevlar 20m 1/2""","Hose Kevlar 20m 1/2""","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.815-421.0","KE28154210","default","simple","17 , 30","1796","Illumination hand trigger gun IB 7/40","Illumination hand trigger gun IB 7/40","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.850-534.0","KE28505340","default","simple","17 , 30","15195","Conversion kit RAWA 60 Hz HD CWP 8000","Conversion kit RAWA 60 Hz HD CWP 8000","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.850-731.0","KE28507310","default","simple","17 , 30","1894","Conversion kit memory card PL7 64K","Conversion kit memory card PL7 64K","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.882-445.0","KE28824450","default","simple","17 , 30","378","Conversion kit HKF 200","Conversion kit HKF 200","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.882-552.0","KE28825520","default","simple","17 , 30","402","Conversion kit shaft roof brush","Conversion kit shaft roof brush","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.883-263.4","KE28832634","default","simple","17 , 30","3077","Pump head exchange parts HD2000/4000","Pump head exchange parts HD2000/4000","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.883-334.0","KE28833340","default","simple","17 , 30","468","Pump set","Pump set","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.883-343.0","KE28833430","default","simple","17 , 30","13.65","SPARE PARTS KIT","SPARE PARTS KIT","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.883-344.0","KE28833440","default","simple","17 , 30","19.95","SPARE PARTS KIT","SPARE PARTS KIT","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.883-356.0","KE28833560","default","simple","17 , 30","153","Piston set","Piston set","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.883-852.0","KE28838520","default","simple","17 , 30","254","Pump set","Pump set","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.883-879.0","KE28838790","default","simple","17 , 30","277","Pump set","Pump set","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.884-061.0","KE28840610","default","simple","17 , 30","521","Spare part set","Spare part set","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.884-967.0","KE28849670","default","simple","17 , 30","129","Spare part set valve (3 Stueck)","Spare part set valve (3 Stueck)","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.885-123.0","KE28851230","default","simple","17 , 30","163","Spare parts set cable bush","Spare parts set cable bush","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.885-124.0","KE28851240","default","simple","17 , 30","147","Spare parts set cable plug","Spare parts set cable plug","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"2.885-127.0","KE28851270","default","simple","17 , 30","63.05","Level probe 047-nur fuer Ersatz-","Level probe 047-nur fuer Ersatz-","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"3.520-127.0","KE35201270","default","simple","17 , 30","1526","Chariot complete S 1","Chariot complete S 1","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"3.520-128.0","KE35201280","default","simple","17 , 30","1526","Chariot complete S 2","Chariot complete S 2","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"3.532-109.0","KE35321090","default","simple","17 , 30","8107","PUMP SET 3000/100","PUMP SET 3000/100","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"3.532-354.0","KE35323540","default","simple","17 , 30","6615","Pump set 2000 L","Pump set 2000 L","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"3.532-355.0","KE35323550","default","simple","17 , 30","12636","Pump set 4000 L","Pump set 4000 L","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"3.532-420.0","KE35324200","default","simple","17 , 30","7437","Pump set 4000L","Pump set 4000L","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
"3.532-437.0","KE35324370","default","simple","17 , 30","7930","Pump set 6000L","Pump set 6000L","1000","1","1","4","rwd/electricbroom","","","","","","","","","","","","",""
